id,Status_C,Status_CL,Status_D
8024,0.8934051,0.0039443523,0.102650635
8025,0.055485696,0.01866432,0.92585
8026,0.98928833,0.001983116,0.008728557
8027,0.93337935,0.004376568,0.062244076
8028,0.041435115,0.009983624,0.9485813
8029,0.059597325,0.013238612,0.9271641
8030,0.9949137,0.00033534458,0.0047510364
8031,0.838018,0.018390896,0.14359112
8032,0.9295041,0.0023209893,0.06817486
8033,0.05703767,0.0678487,0.8751136
8034,0.8556968,0.008760171,0.1355431
8035,0.92069787,0.010187419,0.06911471
8036,0.59937584,0.3902119,0.010412218
8037,0.43967804,0.084375285,0.4759467
8038,0.5849102,0.049255293,0.3658345
8039,0.033201575,0.082772344,0.88402605
8040,0.708524,0.025227088,0.2662489
8041,0.20427369,0.007066735,0.78865963
8042,0.015693856,0.005862229,0.978444
8043,0.85961586,0.0020021845,0.13838202
8044,0.016299171,0.0016144245,0.9820864
8045,0.104504295,0.05236205,0.8431336
8046,0.9303782,0.0031377107,0.06648402
8047,0.9115383,0.0054455716,0.08301609
8048,0.920749,0.0037132818,0.07553775
8049,0.5751865,0.19083561,0.23397785
8050,0.32898614,0.007000799,0.664013
8051,0.016882116,0.0020768729,0.981041
8052,0.98929685,0.0038060232,0.0068970774
8053,0.008648998,0.006829987,0.984521
8054,0.8407203,0.005907612,0.15337211
8055,0.28819638,0.036197282,0.6756063
8056,0.8987261,0.045553856,0.05571995
8057,0.9131058,0.0017851564,0.08510901
8058,0.9591306,0.010189435,0.03068
8059,0.64674085,0.004630545,0.3486286
8060,0.0482804,0.09715144,0.8545682
8061,0.12191656,0.034320716,0.8437627
8062,0.02710199,0.0067572906,0.96614075
8063,0.8406942,0.0140447,0.14526111
8064,0.013385925,0.024737818,0.9618762
8065,0.81394476,0.010284139,0.1757711
8066,0.9817484,0.0071488344,0.011102737
8067,0.04909698,0.026227497,0.92467546
8068,0.7649119,0.013666517,0.22142163
8069,0.9600679,0.00684138,0.033090595
8070,0.97213686,0.0019052711,0.025957868
8071,0.8651581,0.009501295,0.12534063
8072,0.90348196,0.0069751483,0.089542784
8073,0.96104485,0.0023128977,0.036642317
8074,0.78237504,0.009391066,0.20823392
8075,0.9054995,0.013737037,0.080763415
8076,0.95027894,0.01168138,0.03803966
8077,0.024202742,0.03765393,0.9381433
8078,0.16195717,0.014233898,0.82380897
8079,0.958349,0.0028897033,0.038761348
8080,0.8524455,0.009567571,0.13798696
8081,0.9685744,0.0010534531,0.030372074
8082,0.8520225,0.017105445,0.13087209
8083,0.3590263,0.05372581,0.58724785
8084,0.013376087,0.0029510688,0.9836729
8085,0.98176265,0.0019793594,0.016257934
8086,0.0016688706,0.00079642073,0.99753475
8087,0.62678075,0.013227457,0.3599918
8088,0.31917244,0.02607926,0.6547483
8089,0.055852916,0.0016254443,0.9425216
8090,0.091454126,0.017493406,0.8910524
8091,0.90670145,0.011221772,0.08207679
8092,0.002847252,0.0008042294,0.99634856
8093,0.9237275,0.02645595,0.049816523
8094,0.13500503,0.089066535,0.77592844
8095,0.6697593,0.09021466,0.24002606
8096,0.11304064,0.005550971,0.8814084
8097,0.3686697,0.012683838,0.6186465
8098,0.92663634,0.011538516,0.061825205
8099,0.525487,0.0029770895,0.47153586
8100,0.021759123,0.0021876714,0.9760532
8101,0.17973644,0.03359974,0.78666383
8102,0.90705353,0.028646702,0.06429979
8103,0.22370565,0.033076778,0.7432176
8104,0.44983715,0.1489749,0.4011879
8105,0.008590098,0.0007059646,0.9907039
8106,0.95093244,0.003994058,0.045073543
8107,0.0022758485,0.0019968746,0.9957273
8108,0.9541284,0.012830307,0.033041254
8109,0.65163004,0.0027925565,0.34557745
8110,0.98084,0.00860519,0.010554758
8111,0.64674604,0.23793499,0.11531894
8112,0.5742465,0.013159708,0.4125938
8113,0.010158157,0.0074544107,0.9823874
8114,0.06306889,0.019878905,0.91705227
8115,0.98735076,0.001843462,0.010805853
8116,0.83831775,0.020254726,0.14142755
8117,0.13528003,0.0052189985,0.85950094
8118,0.53628606,0.09331322,0.3704007
8119,0.7262931,0.03633781,0.23736912
8120,0.9598422,0.014117246,0.026040476
8121,0.36852235,0.074854046,0.5566236
8122,0.9761355,0.004583995,0.01928052
8123,0.9785242,0.0008346461,0.020641139
8124,0.43502933,0.09901274,0.46595788
8125,0.8158385,0.011824112,0.17233741
8126,0.92840695,0.010519034,0.061073963
8127,0.12344528,0.009067403,0.8674874
8128,0.6271713,0.06878529,0.3040434
8129,0.9626406,0.016812783,0.020546606
8130,0.43974787,0.018519301,0.5417328
8131,0.014303704,0.016444216,0.96925205
8132,0.7254876,0.17641106,0.09810132
8133,0.9279146,0.014879688,0.057205595
8134,0.6056205,0.12761551,0.26676393
8135,0.043994103,0.0036942428,0.9523117
8136,0.03650376,0.0044715106,0.9590248
8137,0.04971633,0.0016396032,0.94864404
8138,0.053558897,0.0036741276,0.942767
8139,0.03710251,0.0039217877,0.9589757
8140,0.95181227,0.0044028563,0.04378487
8141,0.9796966,0.0021350593,0.018168405
8142,0.96306574,0.017153773,0.019780416
8143,0.81122977,0.1300166,0.058753703
8144,0.089159735,0.035823364,0.8750169
8145,0.8941093,0.0054726526,0.10041799
8146,0.9734071,0.0014306437,0.025162281
8147,0.38887373,0.010434276,0.60069203
8148,0.8706945,0.0033953881,0.12591018
8149,0.98662984,0.0036035543,0.009766648
8150,0.95966893,0.01630224,0.02402892
8151,0.08999833,0.0038752523,0.9061264
8152,0.9537843,0.0034088118,0.042806946
8153,0.8347583,0.0058536697,0.15938807
8154,0.939883,0.020310195,0.039806735
8155,0.18936573,0.04048457,0.77014965
8156,0.97241443,0.011911798,0.015673751
8157,0.8111099,0.009215759,0.17967428
8158,0.9698501,0.010275232,0.019874701
8159,0.48749396,0.06514526,0.4473608
8160,0.77935714,0.013024209,0.2076187
8161,0.57255065,0.012032473,0.41541693
8162,0.1214279,0.56939024,0.30918184
8163,0.20712656,0.028055714,0.7648177
8164,0.7293508,0.034531727,0.23611747
8165,0.0083413515,0.0007925632,0.9908661
8166,0.74040264,0.007020676,0.25257665
8167,0.4388067,0.05275457,0.5084387
8168,0.4581236,0.0029393635,0.53893703
8169,0.6034572,0.007237551,0.38930523
8170,0.5134871,0.018751757,0.46776113
8171,0.00909364,0.0014890736,0.98941725
8172,0.008017804,0.010398876,0.9815833
8173,0.680813,0.002391434,0.3167956
8174,0.9882565,0.00060628634,0.011137215
8175,0.95236415,0.002890222,0.04474561
8176,0.6607331,0.0069977124,0.33226922
8177,0.17332375,0.027407823,0.7992684
8178,0.8319149,0.0077687707,0.16031638
8179,0.70841736,0.011522338,0.2800603
8180,0.5669864,0.08778853,0.34522504
8181,0.29533935,0.036073137,0.6685875
8182,0.9798249,0.00412596,0.016049108
8183,0.35049966,0.017059425,0.6324409
8184,0.8866486,0.015975343,0.09737611
8185,0.9843912,0.010537675,0.0050710547
8186,0.88094604,0.054733492,0.06432052
8187,0.0626019,0.015956858,0.9214413
8188,0.9302968,0.008998125,0.060705096
8189,0.14737654,0.09609766,0.7565258
8190,0.050090414,0.6350739,0.31483567
8191,0.95277244,0.0025444906,0.04468298
8192,0.90238804,0.010589387,0.08702262
8193,0.8916095,0.00100018,0.10739033
8194,0.8674981,0.052372415,0.08012947
8195,0.9386755,0.0018064657,0.05951802
8196,0.8263611,0.003543126,0.17009585
8197,0.84541583,0.0031656623,0.15141854
8198,0.50115687,0.028316198,0.47052693
8199,0.8812362,0.009880465,0.108883336
8200,0.99327093,0.0028052356,0.0039238646
8201,0.048189785,0.002891445,0.94891876
8202,0.38060418,0.017598232,0.6017976
8203,0.76462084,0.004489191,0.23088992
8204,0.2142768,0.018104387,0.7676188
8205,0.9153236,0.0005743527,0.084102005
8206,0.47312772,0.009149886,0.5177224
8207,0.9880581,0.0020625643,0.009879379
8208,0.05426561,0.038806867,0.9069275
8209,0.20773871,0.007078426,0.7851829
8210,0.8620248,0.005652078,0.13232318
8211,0.26696178,0.027488094,0.70555013
8212,0.90544194,0.0021055697,0.09245259
8213,0.8167828,0.037935287,0.14528193
8214,0.003443541,0.0061803563,0.99037606
8215,0.92153066,0.064131185,0.014338145
8216,0.872076,0.0045775315,0.12334642
8217,0.50986993,0.12525938,0.36487064
8218,0.020160574,0.009654044,0.9701854
8219,0.95979005,0.010708563,0.029501397
8220,0.93071634,0.0021744613,0.06710914
8221,0.444325,0.0114911115,0.54418385
8222,0.37018186,0.018027456,0.61179066
8223,0.72190535,0.048460644,0.22963403
8224,0.67123365,0.016149782,0.31261653
8225,0.084330484,0.025450706,0.8902188
8226,0.0039289948,0.00032208033,0.9957489
8227,0.9924555,0.0013553897,0.0061891056
8228,0.7685888,0.009192616,0.22221856
8229,0.36119035,0.0058123795,0.6329973
8230,0.40537983,0.04649157,0.5481286
8231,0.69848233,0.25611115,0.045406565
8232,0.6115211,0.012058361,0.37642047
8233,0.01796163,0.003148493,0.97888994
8234,0.9749477,0.004345167,0.020707104
8235,0.5611628,0.06020614,0.378631
8236,0.2631576,0.019089298,0.7177531
8237,0.8831322,0.021631354,0.095236436
8238,0.3160875,0.004599812,0.67931265
8239,0.024110915,0.054337673,0.9215514
8240,0.78295696,0.03656301,0.18048008
8241,0.013165004,0.0028873761,0.98394763
8242,0.76210433,0.0055813687,0.23231433
8243,0.43660268,0.23332292,0.33007434
8244,0.9763105,0.0020254715,0.02166404
8245,0.96236604,0.016968109,0.02066582
8246,0.26226962,0.017976908,0.71975356
8247,0.9863217,0.0030125435,0.010665682
8248,0.9810403,0.0015042042,0.017455475
8249,0.72244537,0.007750226,0.2698044
8250,0.95612735,0.02740039,0.01647224
8251,0.56441724,0.0021751414,0.43340763
8252,0.49699143,0.011341991,0.4916666
8253,0.86451066,0.003791039,0.13169825
8254,0.71397454,0.009453642,0.27657184
8255,0.21078183,0.027879836,0.76133835
8256,0.69720215,0.08402559,0.21877228
8257,0.8637931,0.06437977,0.07182718
8258,0.0015579903,0.00062898966,0.997813
8259,0.03435098,0.060733438,0.9049156
8260,0.9732231,0.00274997,0.024026973
8261,0.95404214,0.005579388,0.040378474
8262,0.8539117,0.0046861568,0.14140211
8263,0.91834795,0.018092072,0.063559994
8264,0.8322657,0.0065161446,0.16121815
8265,0.69565576,0.017847138,0.28649715
8266,0.0033072399,0.00071153877,0.9959812
8267,0.92702854,0.007839219,0.06513227
8268,0.90068644,0.0040068165,0.09530668
8269,0.91496724,0.011578083,0.073454715
8270,0.60778666,0.055046365,0.337167
8271,0.94028336,0.029089129,0.03062747
8272,0.9411049,0.001217415,0.057677634
8273,0.85075796,0.093592264,0.055649832
8274,0.7906443,0.027654352,0.18170133
8275,0.12356922,0.07286617,0.8035646
8276,0.30841896,0.009643761,0.68193734
8277,0.965875,0.011079563,0.0230454
8278,0.84293383,0.009470276,0.14759584
8279,0.86122775,0.0024630951,0.13630922
8280,0.017373761,0.0057378374,0.9768884
8281,0.36234578,0.015084729,0.6225695
8282,0.9299845,0.03271412,0.0373013
8283,0.9514275,0.0048095305,0.043762952
8284,0.9493159,0.018567834,0.03211633
8285,0.0706734,0.0020009677,0.9273256
8286,0.98951447,0.0010777818,0.00940774
8287,0.6478671,0.0045031337,0.3476297
8288,0.9661926,0.0040029944,0.029804332
8289,0.26642463,0.027350942,0.7062244
8290,0.21867819,0.014958467,0.7663634
8291,0.2851853,0.0063502816,0.7084644
8292,0.83841175,0.014645634,0.14694262
8293,0.9536729,0.0009965438,0.045330483
8294,0.9205237,0.0036937937,0.07578252
8295,0.97433114,0.0014239444,0.024244865
8296,0.91891885,0.009166554,0.071914636
8297,0.6601419,0.004337482,0.3355206
8298,0.9910274,0.002998181,0.0059744
8299,0.86576265,0.021221474,0.11301587
8300,0.686247,0.016154682,0.29759836
8301,0.6543246,0.029402973,0.3162724
8302,0.21281132,0.035509318,0.75167936
8303,0.89197916,0.0021014612,0.105919436
8304,0.010708198,0.010813746,0.9784781
8305,0.9487946,0.007592658,0.043612726
8306,0.9596373,0.0024316292,0.03793105
8307,0.013497073,0.0013686243,0.98513436
8308,0.7754708,0.0008061974,0.22372301
8309,0.06892128,0.026183996,0.90489477
8310,0.9209367,0.013735913,0.06532745
8311,0.92083925,0.0017649113,0.077395804
8312,0.9821836,0.0051809824,0.012635388
8313,0.9844253,0.0040767295,0.0114980275
8314,0.94200593,0.003991025,0.054003086
8315,0.88985294,0.07015402,0.039993044
8316,0.90580034,0.01346205,0.08073756
8317,0.7157103,0.07094436,0.21334542
8318,0.44425797,0.028494673,0.5272473
8319,0.0107128145,0.021798158,0.96748906
8320,0.9096877,0.005226116,0.0850862
8321,0.90172297,0.0035161295,0.09476095
8322,0.17373814,0.022443308,0.8038186
8323,0.0020203239,0.002046094,0.9959336
8324,0.044099826,0.007926652,0.9479735
8325,0.9917998,0.0026037197,0.0055964906
8326,0.97535557,0.0033857792,0.021258608
8327,0.9167512,0.010198181,0.07305065
8328,0.025538657,0.0018122904,0.9726491
8329,0.98586833,0.0018518246,0.012279759
8330,0.14218868,0.037038747,0.8207725
8331,0.9410086,0.00202948,0.05696191
8332,0.19804877,0.06503484,0.73691636
8333,0.94686925,0.00078480056,0.052345943
8334,0.92055124,0.0035093096,0.07593947
8335,0.96066695,0.0025138417,0.036819242
8336,0.16235362,0.008629614,0.82901675
8337,0.5362778,0.005008681,0.45871356
8338,0.97552925,0.0021112154,0.02235963
8339,0.22370419,0.02411217,0.7521837
8340,0.9300635,0.0033980114,0.066538475
8341,0.9131117,0.017226646,0.06966171
8342,0.9801907,0.0054121353,0.014397141
8343,0.6939005,0.0071528372,0.29894668
8344,0.09975698,0.08429863,0.8159444
8345,0.9637646,0.0023855823,0.033849858
8346,0.7466635,0.0049046674,0.24843183
8347,0.6088564,0.038803916,0.35233966
8348,0.15264556,0.024842167,0.82251227
8349,0.98335934,0.00072174415,0.01591894
8350,0.6062335,0.0025058242,0.39126062
8351,0.90675026,0.0014297536,0.091820024
8352,0.9127806,0.0038629181,0.0833565
8353,0.0193005,0.0023292378,0.97837025
8354,0.009644069,0.038789462,0.9515664
8355,0.96314967,0.0013830923,0.035467196
8356,0.8631843,0.0026063954,0.13420926
8357,0.06334057,0.009097642,0.92756176
8358,0.007939525,0.012710232,0.97935027
8359,0.9725662,0.0017508134,0.025682982
8360,0.90486443,0.002533279,0.0926023
8361,0.2404601,0.0060619,0.75347805
8362,0.82233185,0.02861474,0.14905344
8363,0.6482499,0.007016265,0.3447338
8364,0.94970095,0.008014199,0.04228481
8365,0.76470256,0.010442171,0.22485532
8366,0.45354897,0.008593491,0.53785753
8367,0.83028996,0.008876842,0.1608332
8368,0.9375942,0.0058914684,0.056514345
8369,0.6943612,0.0105181,0.29512066
8370,0.82952267,0.010156383,0.16032091
8371,0.8210739,0.014647312,0.16427886
8372,0.0028699504,0.001317578,0.9958125
8373,0.05169387,0.019764522,0.9285416
8374,0.24175589,0.004137987,0.7541061
8375,0.9887007,0.0031978192,0.008101493
8376,0.10311464,0.004603344,0.892282
8377,0.9106661,0.029890573,0.059443414
8378,0.94466966,0.02822987,0.027100466
8379,0.9685873,0.008429618,0.022983156
8380,0.39283168,0.0046106996,0.6025576
8381,0.96334493,0.009825873,0.026829232
8382,0.61863005,0.005963505,0.37540644
8383,0.9822244,0.002623949,0.015151554
8384,0.8329836,0.02061249,0.14640388
8385,0.06081287,0.043096125,0.896091
8386,0.5997035,0.022632314,0.3776642
8387,0.96779263,0.002873372,0.029333971
8388,0.45795083,0.0050185365,0.53703064
8389,0.84115064,0.054022435,0.10482685
8390,0.039908327,0.0032599047,0.95683175
8391,0.5842921,0.015063429,0.40064448
8392,0.9290716,0.010649237,0.06027917
8393,0.9906832,0.00076519133,0.008551661
8394,0.5119228,0.016068365,0.47200888
8395,0.19993255,0.05813305,0.74193436
8396,0.76383454,0.045540966,0.1906245
8397,0.9740248,0.0013173181,0.02465794
8398,0.9253387,0.0028329133,0.071828336
8399,0.9412054,0.008430685,0.05036389
8400,0.0072730547,0.0034495909,0.98927736
8401,0.50633,0.06654989,0.42712012
8402,0.26909396,0.036976203,0.6939298
8403,0.02852517,0.041574966,0.9298999
8404,0.7900849,0.0060855933,0.20382953
8405,0.032734837,0.0039379867,0.9633272
8406,0.8820791,0.0034837145,0.11443715
8407,0.8909289,0.0089146,0.10015652
8408,0.69138217,0.017156122,0.29146174
8409,0.07957323,0.010493448,0.9099333
8410,0.42361024,0.1503675,0.42602223
8411,0.77177995,0.014396607,0.21382351
8412,0.020624924,0.0045306385,0.9748445
8413,0.007370669,0.012211777,0.9804175
8414,0.84574515,0.007907875,0.14634691
8415,0.82674056,0.014235816,0.1590237
8416,0.9282785,0.009116063,0.0626054
8417,0.6580722,0.003756782,0.33817098
8418,0.9267853,0.010476683,0.06273798
8419,0.035231594,0.017530013,0.94723845
8420,0.53870213,0.0039010907,0.45739684
8421,0.037989877,0.009167366,0.9528427
8422,0.9489871,0.006220829,0.044792052
8423,0.93207026,0.0060404222,0.061889235
8424,0.692801,0.028115373,0.2790836
8425,0.9141887,0.012040884,0.07377044
8426,0.03084966,0.026841786,0.94230855
8427,0.53604275,0.055320743,0.4086365
8428,0.98415965,0.00073411816,0.015106235
8429,0.96876,0.0024905,0.028749503
8430,0.95466596,0.009055004,0.036278956
8431,0.033986382,0.0058024856,0.96021116
8432,0.46759415,0.05986032,0.47254556
8433,0.9104537,0.049052928,0.040493328
8434,0.0031702393,0.011783958,0.98504585
8435,0.93606865,0.0011074012,0.062823944
8436,0.7790221,0.017693087,0.20328484
8437,0.026113898,0.0064864387,0.96739966
8438,0.96270037,0.023742804,0.013556811
8439,0.52183497,0.13298412,0.34518093
8440,0.91756415,0.03808457,0.044351343
8441,0.22348763,0.0024177043,0.77409464
8442,0.9133774,0.0030070478,0.0836156
8443,0.96769375,0.00279091,0.029515347
8444,0.88508415,0.045377515,0.069538355
8445,0.98372155,0.010365502,0.005912937
8446,0.8177315,0.008736609,0.17353183
8447,0.03221067,0.023077663,0.9447117
8448,0.93776345,0.0012684066,0.0609682
8449,0.28751445,0.30346712,0.4090184
8450,0.60942566,0.046950575,0.3436238
8451,0.9448621,0.0050493185,0.050088648
8452,0.9841426,0.0014979264,0.0143595245
8453,0.8174641,0.02636091,0.156175
8454,0.39584312,0.024399245,0.5797577
8455,0.08480439,0.0014555719,0.91374004
8456,0.33973622,0.016745687,0.6435181
8457,0.98400915,0.0029379225,0.013052897
8458,0.62988544,0.03364213,0.33647242
8459,0.9790704,0.0063601932,0.014569323
8460,0.9504024,0.0074166744,0.04218092
8461,0.075681634,0.026619792,0.8976986
8462,0.9453594,0.010437368,0.04420321
8463,0.41535988,0.0073250216,0.5773151
8464,0.86547285,0.041518077,0.093008995
8465,0.4771504,0.012795562,0.510054
8466,0.863581,0.008817438,0.12760162
8467,0.93312573,0.0043295575,0.06254467
8468,0.20679319,0.0296655,0.76354134
8469,0.045472562,0.049825836,0.90470165
8470,0.9063528,0.014680718,0.07896646
8471,0.9119296,0.0017124275,0.086357996
8472,0.9076731,0.018590536,0.07373632
8473,0.94916886,0.010413113,0.040418074
8474,0.78576624,0.017741473,0.19649228
8475,0.0711612,0.015571099,0.9132676
8476,0.9661352,0.0034972578,0.030367564
8477,0.6646283,0.087956,0.2474156
8478,0.9551501,0.0017793818,0.043070495
8479,0.9430792,0.015404449,0.04151644
8480,0.85204554,0.00894387,0.13901053
8481,0.9836594,0.010133734,0.0062068263
8482,0.27008158,0.021137882,0.7087805
8483,0.0777316,0.0078295395,0.9144389
8484,0.8705082,0.012168026,0.117323756
8485,0.9795272,0.0038721599,0.01660061
8486,0.059172727,0.007370297,0.93345696
8487,0.7558519,0.011137573,0.23301047
8488,0.9679735,0.0024483374,0.029578172
8489,0.7731728,0.0025285045,0.22429866
8490,0.12768844,0.019254606,0.85305697
8491,0.09406972,0.0025824984,0.9033478
8492,0.82781625,0.030919865,0.14126386
8493,0.8401974,0.014067718,0.14573497
8494,0.79485065,0.004392425,0.20075694
8495,0.96920085,0.016360825,0.014438241
8496,0.93027204,0.012795182,0.056932747
8497,0.9691107,0.0019512025,0.028937971
8498,0.070580594,0.0037233022,0.9256961
8499,0.9599729,0.0037309846,0.03629605
8500,0.87983745,0.024548816,0.095613725
8501,0.83157647,0.009086557,0.15933692
8502,0.031881493,0.0014659938,0.9666526
8503,0.6970055,0.042766925,0.26022756
8504,0.020208767,0.004764102,0.97502714
8505,0.9638339,0.0016752867,0.03449077
8506,0.97330856,0.0014398203,0.02525168
8507,0.7708834,0.0018106743,0.22730604
8508,0.85864675,0.00637929,0.13497399
8509,0.95565176,0.005654038,0.038694087
8510,0.7075266,0.03167669,0.26079664
8511,0.9272159,0.013777438,0.059006717
8512,0.017317966,0.005760037,0.976922
8513,0.47080714,0.04578373,0.4834091
8514,0.02479042,0.003958152,0.97125137
8515,0.8452255,0.001524759,0.15324968
8516,0.18292767,0.008709515,0.8083628
8517,0.69565797,0.012680937,0.29166114
8518,0.52307856,0.11277037,0.364151
8519,0.42091736,0.031728193,0.54735446
8520,0.9496116,0.013108033,0.03728028
8521,0.96020323,0.001733173,0.03806366
8522,0.8576796,0.058486827,0.0838336
8523,0.028408527,0.0038055608,0.96778595
8524,0.9838419,0.0070429244,0.009115178
8525,0.38931534,0.011040487,0.5996442
8526,0.96859825,0.0015594858,0.029842315
8527,0.19720931,0.07059018,0.7322005
8528,0.6697801,0.0032493758,0.32697058
8529,0.975659,0.0012732117,0.023067735
8530,0.86337787,0.0047790464,0.13184309
8531,0.9467456,0.009346396,0.04390802
8532,0.95454866,0.0032465332,0.04220479
8533,0.87860435,0.0058549265,0.11554066
8534,0.8859188,0.01901631,0.095064916
8535,0.96385694,0.0086598415,0.027483193
8536,0.9065757,0.0019865106,0.091437876
8537,0.63662916,0.01764989,0.3457209
8538,0.06871594,0.014503058,0.91678107
8539,0.5880054,0.09877045,0.31322414
8540,0.95293397,0.0056883316,0.041377686
8541,0.07554147,0.012987312,0.91147125
8542,0.971117,0.0106568085,0.018226065
8543,0.8973759,0.008944674,0.09367942
8544,0.02503957,0.0040448275,0.9709156
8545,0.002972532,0.0006989702,0.99632853
8546,0.97381365,0.0069704684,0.019215858
8547,0.16040978,0.02730898,0.81228125
8548,0.92480934,0.008055038,0.067135654
8549,0.9643976,0.015807621,0.01979482
8550,0.9929668,0.002600558,0.0044326596
8551,0.5673911,0.011027862,0.42158106
8552,0.91737044,0.0028492594,0.07978035
8553,0.0010248226,0.0010185429,0.99795663
8554,0.10851252,0.042835757,0.8486517
8555,0.94728166,0.004171942,0.04854651
8556,0.07648154,0.011425456,0.91209304
8557,0.9642776,0.007761363,0.027960988
8558,0.022463823,0.004819116,0.9727171
8559,0.6505146,0.012337891,0.3371476
